epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,213.721,1.57873,1.55047,0.96742,0.92043,0.75444,0.90779,0.38018,1.23644,1.24775,0.94968,0.00165152,0.00165152,0.00165152
90,216.074,1.1727,1.64993,0.72135,0.87058,0.73188,0.83386,0.39221,1.30728,1.39015,0.94049,0.00164756,0.00164756,0.00164756
91,218.474,1.64332,1.56257,0.88146,0.78317,0.75905,0.84651,0.37015,1.43454,1.6975,0.9746,0.0016436,0.0016436,0.0016436
92,220.844,1.6084,1.55469,0.86772,0.78317,0.75905,0.84651,0.37015,1.43454,1.6975,0.9746,0.00163964,0.00163964,0.00163964
93,223.249,1.60416,1.59387,0.87161,0.84253,0.69791,0.80844,0.33093,1.4357,1.54833,0.96394,0.00163568,0.00163568,0.00163568
94,225.638,1.55776,1.4448,0.82185,0.8185,0.71739,0.7652,0.31907,1.34629,1.51508,0.93442,0.00163172,0.00163172,0.00163172
95,228,1.45211,1.57077,0.84771,0.8185,0.71739,0.7652,0.31907,1.34629,1.51508,0.93442,0.00162776,0.00162776,0.00162776
96,230.394,1.4866,1.42597,0.91903,0.8107,0.77536,0.81881,0.33615,1.30346,1.39272,0.93807,0.0016238,0.0016238,0.0016238
97,232.816,1.67194,1.59787,0.92943,0.87803,0.72464,0.83167,0.31908,1.34088,1.15594,0.95098,0.00161984,0.00161984,0.00161984
98,235.237,1.84489,1.74118,1.11374,0.87803,0.72464,0.83167,0.31908,1.34088,1.15594,0.95098,0.00161588,0.00161588,0.00161588
99,237.601,1.44175,1.51255,0.81297,0.90208,0.73913,0.85996,0.34812,1.38774,1.06719,0.98153,0.00161192,0.00161192,0.00161192
100,240.011,1.61629,1.59879,1.00856,0.7515,0.87681,0.79911,0.36355,1.41254,0.86974,0.94438,0.00160796,0.00160796,0.00160796
101,242.397,1.5891,1.44811,0.8675,0.7515,0.87681,0.79911,0.36355,1.41254,0.86974,0.94438,0.001604,0.001604,0.001604
102,244.82,1.78804,1.36566,0.9204,0.79724,0.86957,0.87334,0.34557,1.37699,0.91847,0.92097,0.00160004,0.00160004,0.00160004
103,247.273,1.51905,1.51769,0.94029,0.83082,0.84783,0.87201,0.33438,1.46198,1.01765,0.95506,0.00159608,0.00159608,0.00159608
104,249.68,1.56532,1.5076,0.87384,0.83082,0.84783,0.87201,0.33438,1.46198,1.01765,0.95506,0.00159212,0.00159212,0.00159212
105,252.066,1.50114,1.43587,0.818,0.84848,0.77536,0.86284,0.35593,1.39486,1.23913,0.99234,0.00158816,0.00158816,0.00158816
106,254.489,1.58377,1.40229,0.98713,0.91947,0.7446,0.89039,0.38756,1.40021,1.27976,0.99313,0.0015842,0.0015842,0.0015842
107,256.928,1.4753,1.45922,0.84746,0.91947,0.7446,0.89039,0.38756,1.40021,1.27976,0.99313,0.00158024,0.00158024,0.00158024
108,259.372,1.62284,1.44311,0.84687,0.87016,0.87413,0.91952,0.39364,1.44862,1.1025,1.0076,0.00157628,0.00157628,0.00157628
109,261.851,1.7227,1.38764,0.97988,0.92345,0.87412,0.94656,0.40393,1.36645,0.9821,0.97423,0.00157232,0.00157232,0.00157232
110,264.267,1.42349,1.38659,0.79607,0.92345,0.87412,0.94656,0.40393,1.36645,0.9821,0.97423,0.00156836,0.00156836,0.00156836
111,266.708,1.43919,1.28402,0.87142,0.88304,0.8913,0.94289,0.40945,1.2665,0.87454,0.91688,0.0015644,0.0015644,0.0015644
112,269.151,1.46023,1.24691,0.8664,0.88162,0.84783,0.90882,0.40216,1.19433,0.86994,0.90483,0.00156044,0.00156044,0.00156044
113,271.598,1.42088,1.20732,0.93197,0.88162,0.84783,0.90882,0.40216,1.19433,0.86994,0.90483,0.00155648,0.00155648,0.00155648
114,273.988,1.24824,1.21058,0.77325,0.82049,0.89426,0.9113,0.40233,1.21083,0.94216,0.93441,0.00155252,0.00155252,0.00155252
115,276.379,1.40857,1.29743,0.89706,0.908,0.86957,0.94913,0.41642,1.13048,0.90553,0.9272,0.00154856,0.00154856,0.00154856
116,278.757,1.45066,1.31841,0.841,0.90627,0.86957,0.91437,0.41609,1.08501,0.89793,0.9063,0.0015446,0.0015446,0.0015446
117,281.128,1.45031,1.30526,0.8754,0.90627,0.86957,0.91437,0.41609,1.08501,0.89793,0.9063,0.00154064,0.00154064,0.00154064
118,283.511,1.37045,1.25668,0.87135,0.91027,0.8913,0.93785,0.40821,1.12699,0.79448,0.90361,0.00153668,0.00153668,0.00153668
119,285.894,1.46053,1.35124,0.8696,0.90635,0.8913,0.9372,0.42945,1.13622,0.90697,0.90995,0.00153272,0.00153272,0.00153272
120,288.319,1.61595,1.4494,1.01419,0.90635,0.8913,0.9372,0.42945,1.13622,0.90697,0.90995,0.00152876,0.00152876,0.00152876
121,290.703,1.46708,1.29438,0.81716,0.84818,0.8502,0.90846,0.42184,1.12131,0.82971,0.91824,0.0015248,0.0015248,0.0015248
122,293.105,1.56834,1.21948,1.00365,0.92907,0.85419,0.92564,0.40286,1.08733,0.78244,0.9183,0.00152084,0.00152084,0.00152084
123,295.459,1.30966,1.15493,0.79738,0.92907,0.85419,0.92564,0.40286,1.08733,0.78244,0.9183,0.00151688,0.00151688,0.00151688
124,297.834,1.34718,1.18003,0.81978,0.90948,0.87371,0.93983,0.39408,1.09493,0.90979,0.92098,0.00151292,0.00151292,0.00151292
125,300.153,1.05298,1.13329,0.68634,0.91034,0.88285,0.94541,0.42281,1.04577,0.90248,0.90796,0.00150896,0.00150896,0.00150896
126,302.518,1.27243,1.14727,0.86191,0.91034,0.88285,0.94541,0.42281,1.04577,0.90248,0.90796,0.001505,0.001505,0.001505
