epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,32.9529,2.5167,5.93273,1.21958,0.00388,0.36232,0.00362,0.0013,2.93775,6.24288,1.5694,0.00193664,0.00193664,0.00193664
18,34.8563,2.68206,5.3107,1.29623,0.40194,0.17391,0.18656,0.04896,2.51889,4.81461,1.4843,0.00193268,0.00193268,0.00193268
19,36.7847,2.56014,4.89413,1.23727,0.40194,0.17391,0.18656,0.04896,2.51889,4.81461,1.4843,0.00192872,0.00192872,0.00192872
20,38.7311,3.05657,5.05959,1.46277,0.61532,0.17391,0.17871,0.03626,2.66713,4.59166,1.48338,0.00192476,0.00192476,0.00192476
21,40.6183,2.43623,5.07954,1.25928,0.55307,0.21739,0.23603,0.07243,2.13785,4.62904,1.24992,0.0019208,0.0019208,0.0019208
22,42.5656,2.38725,5.09043,1.17077,0.55307,0.21739,0.23603,0.07243,2.13785,4.62904,1.24992,0.00191684,0.00191684,0.00191684
23,44.4855,2.39686,4.53163,1.18029,0.66187,0.26087,0.27707,0.08113,2.16273,4.10187,1.19697,0.00191288,0.00191288,0.00191288
24,46.4069,2.50242,4.01853,1.10744,0.53283,0.47826,0.46023,0.13896,2.05327,3.80465,1.22658,0.00190892,0.00190892,0.00190892
25,48.3152,2.41218,4.28013,1.10185,0.53283,0.47826,0.46023,0.13896,2.05327,3.80465,1.22658,0.00190496,0.00190496,0.00190496
26,50.2295,2.48842,4.08818,1.21062,0.60318,0.46377,0.44109,0.12925,2.08399,3.29837,1.30152,0.001901,0.001901,0.001901
27,52.1151,2.33646,3.98926,1.14006,0.4749,0.3913,0.41763,0.10577,2.25191,3.22399,1.35422,0.00189704,0.00189704,0.00189704
28,54.0146,2.21032,4.27508,1.18691,0.4749,0.3913,0.41763,0.10577,2.25191,3.22399,1.35422,0.00189308,0.00189308,0.00189308
29,55.9008,2.1496,3.74622,1.0399,0.3915,0.54082,0.41221,0.10343,2.17919,3.03284,1.28447,0.00188912,0.00188912,0.00188912
30,57.8149,2.36742,3.76035,1.24473,0.45416,0.45652,0.40711,0.10408,2.1717,2.9336,1.25803,0.00188516,0.00188516,0.00188516
31,59.7159,2.03418,3.45156,1.00968,0.45416,0.45652,0.40711,0.10408,2.1717,2.9336,1.25803,0.0018812,0.0018812,0.0018812
32,61.6351,2.38387,3.86309,1.18138,0.58787,0.56522,0.53127,0.13618,2.03004,2.78206,1.15565,0.00187724,0.00187724,0.00187724
33,63.5887,2.05725,3.33035,1.05752,0.59132,0.50328,0.5198,0.1525,2.09323,2.99995,1.16373,0.00187328,0.00187328,0.00187328
34,65.4975,1.96871,3.31455,1.07255,0.59132,0.50328,0.5198,0.1525,2.09323,2.99995,1.16373,0.00186932,0.00186932,0.00186932
35,67.4512,2.182,3.25233,1.09223,0.50603,0.54348,0.49384,0.15343,2.05815,2.52695,1.20431,0.00186536,0.00186536,0.00186536
36,69.5153,2.24432,3.05834,1.13892,0.58154,0.52174,0.44318,0.15461,2.04595,2.56418,1.21487,0.0018614,0.0018614,0.0018614
37,71.58,2.31064,2.99178,1.19594,0.58154,0.52174,0.44318,0.15461,2.04595,2.56418,1.21487,0.00185744,0.00185744,0.00185744
38,73.6555,1.49689,2.92064,0.80624,0.62737,0.60145,0.55234,0.19318,2.03759,2.47049,1.19921,0.00185348,0.00185348,0.00185348
39,75.7313,2.44396,3.01567,1.21832,0.47883,0.63249,0.4618,0.14918,1.90683,2.0699,1.13616,0.00184952,0.00184952,0.00184952
40,77.6937,1.72209,3.0953,0.94647,0.47883,0.63249,0.4618,0.14918,1.90683,2.0699,1.13616,0.00184556,0.00184556,0.00184556
41,79.7193,2.17578,2.91698,1.08587,0.33683,0.54348,0.26292,0.09188,1.83269,4.61943,1.10471,0.0018416,0.0018416,0.0018416
42,81.7457,1.97753,3.46012,1.03582,0.18642,0.4058,0.13608,0.05002,1.942,21.8701,1.07338,0.00183764,0.00183764,0.00183764
43,83.7678,1.92864,2.92731,0.98528,0.18642,0.4058,0.13608,0.05002,1.942,21.8701,1.07338,0.00183368,0.00183368,0.00183368
44,85.7597,1.88723,2.74449,0.92619,0.36765,0.43478,0.26598,0.1003,1.88751,4.48679,1.07614,0.00182972,0.00182972,0.00182972
45,87.8367,2.13863,2.35952,1.236,0.50736,0.58958,0.50057,0.17442,1.74716,2.21581,1.04284,0.00182576,0.00182576,0.00182576
46,89.8922,2.06924,2.60756,0.96404,0.50736,0.58958,0.50057,0.17442,1.74716,2.21581,1.04284,0.0018218,0.0018218,0.0018218
47,92.0184,1.94878,2.41967,1.01498,0.64492,0.65217,0.57624,0.20142,1.72369,1.75492,1.04476,0.00181784,0.00181784,0.00181784
48,94.1515,1.85635,2.69346,1.01767,0.82129,0.66605,0.67616,0.1997,1.72315,1.61084,1.02587,0.00181388,0.00181388,0.00181388
49,96.2179,1.69197,2.95804,0.88642,0.82129,0.66605,0.67616,0.1997,1.72315,1.61084,1.02587,0.00180992,0.00180992,0.00180992
50,98.4057,2.04078,2.36883,1.15543,0.51356,0.65217,0.47525,0.16834,1.74548,1.9897,1.02556,0.00180596,0.00180596,0.00180596
51,100.44,1.75168,2.43813,0.8318,0.5003,0.63768,0.44783,0.17624,1.63473,2.38796,1.02273,0.001802,0.001802,0.001802
52,102.463,1.8101,2.46457,0.92595,0.60382,0.64057,0.57691,0.22765,1.59384,1.8207,1.01162,0.00179804,0.00179804,0.00179804
53,104.514,1.83732,2.30464,0.95304,0.60382,0.64057,0.57691,0.22765,1.59384,1.8207,1.01162,0.00179408,0.00179408,0.00179408
54,106.516,1.74229,2.42314,0.91105,0.74374,0.63092,0.7076,0.27315,1.53402,1.52747,1.00808,0.00179012,0.00179012,0.00179012
55,108.519,1.79053,2.23185,0.88436,0.67552,0.73913,0.70141,0.2535,1.56505,1.59891,1.01002,0.00178616,0.00178616,0.00178616
56,110.535,1.85652,2.07018,1.0152,0.67552,0.73913,0.70141,0.2535,1.56505,1.59891,1.01002,0.0017822,0.0017822,0.0017822
57,112.569,1.6758,2.37411,1.06719,0.63603,0.73913,0.6075,0.20042,1.62955,1.55527,1.02135,0.00177824,0.00177824,0.00177824
58,114.589,1.76083,2.07416,1.01905,0.6218,0.67391,0.58736,0.21157,1.64158,1.55082,1.03019,0.00177428,0.00177428,0.00177428
59,116.58,2.18155,2.36243,1.09883,0.6218,0.67391,0.58736,0.21157,1.64158,1.55082,1.03019,0.00177032,0.00177032,0.00177032
60,118.555,1.64135,2.01176,0.90759,0.54492,0.69565,0.56113,0.22113,1.62943,1.54818,1.05434,0.00176636,0.00176636,0.00176636
61,120.586,1.80062,2.18427,1.03802,0.57996,0.76041,0.57786,0.23846,1.5917,1.57092,1.01935,0.0017624,0.0017624,0.0017624
62,122.638,2.16605,2.02751,1.08417,0.57996,0.76041,0.57786,0.23846,1.5917,1.57092,1.01935,0.00175844,0.00175844,0.00175844
63,124.659,1.80691,2.00236,1.03884,0.56029,0.72464,0.59274,0.22518,1.47162,1.74445,0.99736,0.00175448,0.00175448,0.00175448
64,126.653,1.7567,2.06366,1.08249,0.59449,0.65942,0.64138,0.26554,1.5973,1.57226,0.99579,0.00175052,0.00175052,0.00175052
65,128.607,1.61753,1.91976,0.98011,0.59449,0.65942,0.64138,0.26554,1.5973,1.57226,0.99579,0.00174656,0.00174656,0.00174656
66,130.652,1.69551,1.87743,1.03133,0.56457,0.67648,0.64538,0.27294,1.57379,1.42654,0.98238,0.0017426,0.0017426,0.0017426
67,132.651,1.69074,1.92998,0.97131,0.66973,0.61717,0.70022,0.28608,1.42417,1.42965,0.95715,0.00173864,0.00173864,0.00173864
68,134.701,1.48323,1.80013,0.75314,0.66973,0.61717,0.70022,0.28608,1.42417,1.42965,0.95715,0.00173468,0.00173468,0.00173468
69,136.703,1.6125,1.8094,0.8346,0.6477,0.73275,0.69629,0.29653,1.41772,1.35957,0.96554,0.00173072,0.00173072,0.00173072
70,138.756,1.64968,1.72464,1.06677,0.63227,0.76812,0.7411,0.30266,1.43847,1.41847,0.9784,0.00172676,0.00172676,0.00172676
71,140.782,1.79147,1.75457,1.06511,0.63227,0.76812,0.7411,0.30266,1.43847,1.41847,0.9784,0.0017228,0.0017228,0.0017228
72,142.806,1.70179,1.61672,0.97524,0.6865,0.7029,0.72346,0.28359,1.52384,1.41509,0.98336,0.00171884,0.00171884,0.00171884
73,144.844,1.84197,1.91237,1.08953,0.63171,0.66667,0.63016,0.25375,1.47184,1.72494,1.01929,0.00171488,0.00171488,0.00171488
74,146.825,1.6127,1.72948,1.03913,0.63171,0.66667,0.63016,0.25375,1.47184,1.72494,1.01929,0.00171092,0.00171092,0.00171092
75,148.814,1.50452,1.67199,0.82227,0.71618,0.75362,0.6864,0.28082,1.39266,1.7425,1.04609,0.00170696,0.00170696,0.00170696
76,150.884,1.8753,1.81675,1.07485,0.69268,0.71867,0.72679,0.29536,1.4564,1.53269,1.05262,0.001703,0.001703,0.001703
77,152.874,1.47608,1.7267,0.97873,0.69268,0.71867,0.72679,0.29536,1.4564,1.53269,1.05262,0.00169904,0.00169904,0.00169904
78,154.865,1.55735,1.71761,0.97067,0.74731,0.76087,0.80003,0.32583,1.38562,1.44264,1.00688,0.00169508,0.00169508,0.00169508
79,156.909,1.6358,1.74238,0.92006,0.79316,0.83333,0.90445,0.33065,1.44385,1.33653,1.01201,0.00169112,0.00169112,0.00169112
80,158.915,1.65648,1.88296,0.94531,0.79316,0.83333,0.90445,0.33065,1.44385,1.33653,1.01201,0.00168716,0.00168716,0.00168716
81,160.939,1.50574,1.69163,0.92546,0.77663,0.83146,0.88987,0.33707,1.44156,1.29063,1.00673,0.0016832,0.0016832,0.0016832
82,162.984,1.4903,1.55108,0.84764,0.77854,0.82609,0.84292,0.34784,1.36108,1.1467,0.98849,0.00167924,0.00167924,0.00167924
83,165.002,1.46506,1.57064,0.86263,0.77854,0.82609,0.84292,0.34784,1.36108,1.1467,0.98849,0.00167528,0.00167528,0.00167528
84,167.026,1.71212,1.50592,0.98754,0.70554,0.81159,0.78689,0.30681,1.37792,1.13483,0.96965,0.00167132,0.00167132,0.00167132
85,169.013,1.47946,1.54561,0.8842,0.70127,0.82609,0.80698,0.33439,1.37299,1.13612,0.96266,0.00166736,0.00166736,0.00166736
86,171.014,1.75446,1.57075,0.9692,0.70127,0.82609,0.80698,0.33439,1.37299,1.13612,0.96266,0.0016634,0.0016634,0.0016634
87,173.018,1.56589,1.48441,0.86511,0.61964,0.81456,0.75774,0.35304,1.28989,1.24226,0.94282,0.00165944,0.00165944,0.00165944
88,175.083,1.77718,1.44079,1.03856,0.75642,0.7426,0.77477,0.35045,1.36013,1.27009,0.95825,0.00165548,0.00165548,0.00165548
89,177.112,1.54134,1.45766,0.9648,0.75642,0.7426,0.77477,0.35045,1.36013,1.27009,0.95825,0.00165152,0.00165152,0.00165152
90,179.04,1.17167,1.39366,0.7472,0.70952,0.76812,0.74488,0.31751,1.34798,1.2203,0.96187,0.00164756,0.00164756,0.00164756
91,181.041,1.55678,1.33255,0.88456,0.7469,0.73188,0.75831,0.3289,1.27945,1.53972,0.94254,0.0016436,0.0016436,0.0016436
92,183.037,1.42187,1.45874,0.86263,0.7469,0.73188,0.75831,0.3289,1.27945,1.53972,0.94254,0.00163964,0.00163964,0.00163964
93,185.068,1.56317,1.38286,0.91145,0.79374,0.84783,0.80557,0.33624,1.30092,1.32082,0.92684,0.00163568,0.00163568,0.00163568
94,187.08,1.46216,1.37247,0.82981,0.851,0.76087,0.80181,0.33794,1.34454,1.22905,0.9387,0.00163172,0.00163172,0.00163172
95,189.043,1.45125,1.45432,0.89518,0.851,0.76087,0.80181,0.33794,1.34454,1.22905,0.9387,0.00162776,0.00162776,0.00162776
96,191.065,1.53473,1.45556,0.9255,0.75837,0.78261,0.83772,0.35838,1.33435,1.21073,0.93683,0.0016238,0.0016238,0.0016238
97,193.1,1.7257,1.50702,0.9683,0.79348,0.7029,0.79248,0.2963,1.28182,1.24553,0.93403,0.00161984,0.00161984,0.00161984
98,195.172,1.82392,1.618,1.1731,0.79348,0.7029,0.79248,0.2963,1.28182,1.24553,0.93403,0.00161588,0.00161588,0.00161588
99,197.136,1.3182,1.34838,0.8137,0.6721,0.80435,0.77837,0.30471,1.24725,1.14121,0.93653,0.00161192,0.00161192,0.00161192
100,199.152,1.5644,1.43545,1.00821,0.73054,0.8913,0.89405,0.36054,1.25078,1.0703,0.93125,0.00160796,0.00160796,0.00160796
101,201.172,1.59823,1.40871,0.90279,0.73054,0.8913,0.89405,0.36054,1.25078,1.0703,0.93125,0.001604,0.001604,0.001604
102,203.234,1.61744,1.26336,0.88756,0.89812,0.7666,0.90329,0.36457,1.33107,0.91423,0.91687,0.00160004,0.00160004,0.00160004
103,205.269,1.35965,1.28157,0.95478,0.90172,0.69565,0.86625,0.37492,1.28216,1.01,0.90044,0.00159608,0.00159608,0.00159608
104,207.259,1.61512,1.44494,0.89608,0.90172,0.69565,0.86625,0.37492,1.28216,1.01,0.90044,0.00159212,0.00159212,0.00159212
105,209.252,1.39342,1.31338,0.78933,0.80266,0.71739,0.76616,0.34887,1.27273,1.06162,0.90138,0.00158816,0.00158816,0.00158816
106,211.29,1.42145,1.25709,0.90965,0.80278,0.78261,0.75721,0.31073,1.30011,0.99477,0.90777,0.0015842,0.0015842,0.0015842
107,213.308,1.40518,1.29421,0.85151,0.80278,0.78261,0.75721,0.31073,1.30011,0.99477,0.90777,0.00158024,0.00158024,0.00158024
108,215.326,1.43493,1.33851,0.84064,0.7787,0.78261,0.79192,0.34913,1.27037,0.99539,0.90598,0.00157628,0.00157628,0.00157628
109,217.35,1.52294,1.24503,0.95974,0.85035,0.76087,0.87635,0.36457,1.25363,0.87528,0.90098,0.00157232,0.00157232,0.00157232
110,219.333,1.37371,1.32555,0.79048,0.85035,0.76087,0.87635,0.36457,1.25363,0.87528,0.90098,0.00156836,0.00156836,0.00156836
111,221.37,1.48223,1.26357,0.90592,0.84451,0.82648,0.91805,0.40411,1.24577,0.76604,0.89256,0.0015644,0.0015644,0.0015644
112,223.437,1.4319,1.17644,0.85025,0.83965,0.82609,0.87728,0.41419,1.21969,0.76974,0.8827,0.00156044,0.00156044,0.00156044
113,225.499,1.37751,1.25106,0.9161,0.83965,0.82609,0.87728,0.41419,1.21969,0.76974,0.8827,0.00155648,0.00155648,0.00155648
114,227.523,1.24767,1.12292,0.78384,0.87573,0.78261,0.88137,0.42828,1.15663,0.75751,0.87984,0.00155252,0.00155252,0.00155252
115,229.584,1.34251,1.19097,0.88281,0.91977,0.78261,0.86317,0.40274,1.12816,0.81137,0.86734,0.00154856,0.00154856,0.00154856
116,231.584,1.32556,1.1211,0.80996,0.83676,0.85433,0.8772,0.39807,1.19895,0.92187,0.88951,0.0015446,0.0015446,0.0015446
117,233.571,1.36463,1.19734,0.84355,0.83676,0.85433,0.8772,0.39807,1.19895,0.92187,0.88951,0.00154064,0.00154064,0.00154064
118,235.602,1.37603,1.25194,0.88991,0.92653,0.82245,0.9069,0.40548,1.16018,0.8334,0.87922,0.00153668,0.00153668,0.00153668
119,237.624,1.46194,1.25042,0.88475,0.8547,0.80435,0.88113,0.3987,1.05678,0.78743,0.86809,0.00153272,0.00153272,0.00153272
120,239.634,1.51459,1.28369,1.03628,0.8547,0.80435,0.88113,0.3987,1.05678,0.78743,0.86809,0.00152876,0.00152876,0.00152876
121,241.617,1.39304,1.20449,0.80962,0.75121,0.8752,0.86128,0.37655,1.11747,0.77488,0.87459,0.0015248,0.0015248,0.0015248
122,243.652,1.47081,1.16291,1.00023,0.86904,0.76087,0.87559,0.41053,1.19744,0.69355,0.89003,0.00152084,0.00152084,0.00152084
123,245.636,1.30302,1.11036,0.80017,0.86904,0.76087,0.87559,0.41053,1.19744,0.69355,0.89003,0.00151688,0.00151688,0.00151688
124,247.613,1.33551,1.02834,0.8012,0.83665,0.8913,0.90081,0.43492,1.18527,0.73275,0.89585,0.00151292,0.00151292,0.00151292
125,249.593,1.10805,1.03627,0.69219,0.8492,0.89776,0.9037,0.43733,1.17183,0.72242,0.89861,0.00150896,0.00150896,0.00150896
126,251.614,1.34748,1.13726,0.92883,0.8492,0.89776,0.9037,0.43733,1.17183,0.72242,0.89861,0.001505,0.001505,0.001505
127,253.634,1.48941,1.29025,0.94042,0.83784,0.91304,0.91653,0.43612,1.15136,0.79797,0.89305,0.00150104,0.00150104,0.00150104
128,255.687,1.52717,1.17595,0.89561,0.86461,0.8913,0.90144,0.40224,1.17105,0.83038,0.88072,0.00149708,0.00149708,0.00149708
129,257.686,1.30403,1.04626,0.86494,0.86461,0.8913,0.90144,0.40224,1.17105,0.83038,0.88072,0.00149312,0.00149312,0.00149312
130,259.699,1.40244,1.08091,0.85034,0.88271,0.86957,0.90999,0.44019,1.12557,0.78431,0.86541,0.00148916,0.00148916,0.00148916
131,261.707,1.28827,1.04928,0.83826,0.94403,0.82609,0.92947,0.45349,1.09756,0.73012,0.8539,0.0014852,0.0014852,0.0014852
132,263.778,1.40169,1.04084,0.95201,0.94403,0.82609,0.92947,0.45349,1.09756,0.73012,0.8539,0.00148124,0.00148124,0.00148124
133,265.797,1.15605,0.97579,0.71782,0.96901,0.82609,0.92782,0.44957,1.14945,0.65777,0.85902,0.00147728,0.00147728,0.00147728
134,267.816,1.49414,1.12856,0.88745,0.97529,0.84783,0.95998,0.46129,1.19041,0.65851,0.8688,0.00147332,0.00147332,0.00147332
135,269.955,1.48655,1.11866,0.93209,0.97529,0.84783,0.95998,0.46129,1.19041,0.65851,0.8688,0.00146936,0.00146936,0.00146936
136,272.006,1.34881,0.94574,0.74994,0.96228,0.8913,0.95636,0.4542,1.21651,0.65078,0.86871,0.0014654,0.0014654,0.0014654
137,274.023,1.38163,1.01071,0.84128,0.94229,0.84783,0.92983,0.44508,1.09058,0.71287,0.85515,0.00146144,0.00146144,0.00146144
138,276.058,1.51111,1.15051,0.99248,0.94229,0.84783,0.92983,0.44508,1.09058,0.71287,0.85515,0.00145748,0.00145748,0.00145748
139,278.019,1.15777,0.99944,0.71493,0.9025,0.82609,0.89615,0.43539,1.1003,0.66928,0.86203,0.00145352,0.00145352,0.00145352
140,279.969,1.26677,0.94752,0.75065,0.92983,0.82609,0.91807,0.41973,1.1606,0.69188,0.87166,0.00144956,0.00144956,0.00144956
141,281.997,1.17802,0.90788,0.75024,0.92983,0.82609,0.91807,0.41973,1.1606,0.69188,0.87166,0.0014456,0.0014456,0.0014456
142,284.009,1.2078,0.98592,0.79298,0.93477,0.83078,0.91943,0.44213,1.1443,0.74666,0.88138,0.00144164,0.00144164,0.00144164
143,286.076,1.40533,1.12374,0.96569,0.93485,0.84783,0.93153,0.45574,1.11434,0.70619,0.87729,0.00143768,0.00143768,0.00143768
144,288.017,1.09102,0.93373,0.70413,0.93485,0.84783,0.93153,0.45574,1.11434,0.70619,0.87729,0.00143372,0.00143372,0.00143372
145,290.02,1.34937,0.96067,0.93689,0.90694,0.86957,0.91478,0.4456,1.11206,0.74834,0.88189,0.00142976,0.00142976,0.00142976
146,292,1.20605,0.89907,0.76828,0.93181,0.91304,0.92853,0.44463,1.14336,0.75216,0.88113,0.0014258,0.0014258,0.0014258
147,293.989,1.51839,1.03386,0.91319,0.93181,0.91304,0.92853,0.44463,1.14336,0.75216,0.88113,0.00142184,0.00142184,0.00142184
148,295.966,1.02555,0.97628,0.74761,0.88999,0.91304,0.92955,0.43432,1.07447,0.71224,0.87066,0.00141788,0.00141788,0.00141788
149,297.959,1.23912,0.94691,0.75328,0.88547,0.86957,0.87209,0.39448,1.10351,0.7309,0.87011,0.00141392,0.00141392,0.00141392
150,299.961,1.54488,1.06904,0.93155,0.88547,0.86957,0.87209,0.39448,1.10351,0.7309,0.87011,0.00140996,0.00140996,0.00140996
151,301.962,1.3977,0.95813,0.83374,0.88875,0.84783,0.88164,0.3669,1.11704,0.70272,0.86663,0.001406,0.001406,0.001406
152,303.948,1.12812,0.93964,0.78988,0.92777,0.93074,0.93941,0.42655,0.99678,0.64019,0.84838,0.00140204,0.00140204,0.00140204
153,305.936,1.2214,0.94235,0.75819,0.92777,0.93074,0.93941,0.42655,0.99678,0.64019,0.84838,0.00139808,0.00139808,0.00139808
154,307.951,1.24853,0.89438,0.82251,0.90882,0.86677,0.91732,0.45273,1.03299,0.66882,0.85297,0.00139412,0.00139412,0.00139412
155,309.946,1.14582,0.88514,0.82889,0.84645,0.84783,0.87988,0.42891,1.11843,0.66136,0.85923,0.00139016,0.00139016,0.00139016
156,311.917,1.11806,0.90586,0.77337,0.84645,0.84783,0.87988,0.42891,1.11843,0.66136,0.85923,0.0013862,0.0013862,0.0013862
157,313.967,1.33465,0.88232,0.79899,0.87193,0.84783,0.90227,0.44808,1.09796,0.64859,0.86387,0.00138224,0.00138224,0.00138224
158,315.947,1.07093,0.92566,0.73523,0.90468,0.84783,0.9022,0.45174,1.14499,0.68955,0.87857,0.00137828,0.00137828,0.00137828
159,317.98,1.42553,0.95964,0.88538,0.90468,0.84783,0.9022,0.45174,1.14499,0.68955,0.87857,0.00137432,0.00137432,0.00137432
160,319.985,1.24836,0.90681,0.84351,0.8917,0.89494,0.93133,0.44876,1.16422,0.71295,0.86625,0.00137036,0.00137036,0.00137036
161,321.985,1.37284,0.88779,0.838,0.95094,0.84279,0.90693,0.453,1.10173,0.63017,0.85547,0.0013664,0.0013664,0.0013664
162,323.986,1.23962,0.9022,0.73333,0.95094,0.84279,0.90693,0.453,1.10173,0.63017,0.85547,0.00136244,0.00136244,0.00136244
163,326.004,1.28417,0.94314,0.91434,0.92642,0.84783,0.90662,0.46959,1.079,0.6013,0.87518,0.00135848,0.00135848,0.00135848
164,328.023,1.37847,1.00891,0.80044,1,0.89467,0.9601,0.45851,1.07218,0.65527,0.8812,0.00135452,0.00135452,0.00135452
165,330.033,1.26477,0.91157,0.92013,1,0.89467,0.9601,0.45851,1.07218,0.65527,0.8812,0.00135056,0.00135056,0.00135056
166,332.05,1.47752,1.01758,0.89364,0.91164,0.89718,0.9371,0.47569,1.00236,0.61664,0.86647,0.0013466,0.0013466,0.0013466
167,334.098,1.27114,0.83886,0.82313,0.89151,0.89324,0.93228,0.47934,1.0275,0.62294,0.86195,0.00134264,0.00134264,0.00134264
168,336.108,1.12122,0.83144,0.79201,0.89151,0.89324,0.93228,0.47934,1.0275,0.62294,0.86195,0.00133868,0.00133868,0.00133868
169,338.121,1.03412,0.79314,0.78413,0.96026,0.87543,0.95639,0.48057,1.05156,0.59226,0.84303,0.00133472,0.00133472,0.00133472
170,340.154,1.22712,0.86557,0.81107,1,0.89116,0.95762,0.50052,0.97989,0.61919,0.83106,0.00133076,0.00133076,0.00133076
171,342.185,1.32618,0.88693,0.93271,1,0.89116,0.95762,0.50052,0.97989,0.61919,0.83106,0.0013268,0.0013268,0.0013268
172,344.229,1.19052,0.82608,0.74668,0.9745,0.83091,0.93799,0.48986,1.0477,0.66362,0.8444,0.00132284,0.00132284,0.00132284
173,346.269,1.18097,0.82915,0.83335,0.84023,0.91304,0.91587,0.43831,1.14099,0.69978,0.8607,0.00131888,0.00131888,0.00131888
174,348.248,1.13188,0.84218,0.83102,0.84023,0.91304,0.91587,0.43831,1.14099,0.69978,0.8607,0.00131492,0.00131492,0.00131492
175,350.222,1.02435,0.8208,0.69322,0.87961,0.87681,0.9196,0.4529,1.11201,0.74249,0.85349,0.00131096,0.00131096,0.00131096
176,352.223,1.11257,0.7946,0.76822,0.84187,0.91304,0.92249,0.47258,1.13349,0.86318,0.84366,0.001307,0.001307,0.001307
177,354.198,1.21957,0.81685,0.72865,0.84187,0.91304,0.92249,0.47258,1.13349,0.86318,0.84366,0.00130304,0.00130304,0.00130304
178,356.211,1.30188,0.8328,0.85982,0.85317,0.88424,0.90916,0.48497,1.14639,0.79639,0.84531,0.00129908,0.00129908,0.00129908
179,358.249,1.45297,0.91855,0.87312,0.88867,0.80435,0.89527,0.47404,1.19122,0.75667,0.85406,0.00129512,0.00129512,0.00129512
180,360.24,1.27199,0.79495,0.80163,0.8707,0.77536,0.87964,0.47035,1.13741,0.82727,0.85345,0.00129116,0.00129116,0.00129116
181,362.17,1.06591,0.75862,0.70529,0.8707,0.77536,0.87964,0.47035,1.13741,0.82727,0.85345,0.0012872,0.0012872,0.0012872
182,364.219,1.24783,0.82967,0.82462,0.81534,0.86387,0.90577,0.49216,0.99377,0.84104,0.83467,0.00128324,0.00128324,0.00128324
183,366.237,1.13708,0.80016,0.79632,0.88772,0.88406,0.91884,0.51244,0.93869,0.73497,0.83347,0.00127928,0.00127928,0.00127928
184,368.309,1.44121,0.87707,0.92788,0.88772,0.88406,0.91884,0.51244,0.93869,0.73497,0.83347,0.00127532,0.00127532,0.00127532
185,370.351,1.14614,0.84413,0.82213,0.89554,0.8913,0.92588,0.49991,0.97476,0.67214,0.83402,0.00127136,0.00127136,0.00127136
186,372.299,1.0689,0.78577,0.81717,0.84026,0.91482,0.92783,0.51734,0.98494,0.60597,0.83512,0.0012674,0.0012674,0.0012674
